anime_titles,anime_ids,anime_genres
"The ""Jikenbo"" of Young Kindaichi: Murder in the Deep Blue",3591,"['mystery', 'thriller']"
Midori Days,3592,"['comedy', 'drama', 'romance']"
Mazinger Z tai Ankoku Daishōgun,3593,"['action', 'adventure', 'science fiction']"
Great Mazinger tai Getter Robo,3594,"['action', 'adventure', 'science fiction']"
Koi Kaze,3595,"['drama', 'psychological', 'romance']"
Hans Christian Andersen's The Little Mermaid,3604,"['drama', 'fantasy', 'romance']"
Kore ga UFO da! Soratobu Enban,3606,['science fiction']
Great Mazinger tai Getter Robo G - Kuuchuu Dai-Gekitotsu,3608,"['action', 'adventure', 'science fiction']"
UFO Robo Grendizer tai Great Mazinger,3609,"['action', 'adventure', 'science fiction']"
Handsome na Kanojo,3610,['romance']
Uchuu Enban Dai-Senso,3611,[]
XEVIOUS,3612,"['action', 'adventure', 'science fiction']"
.hack//GIFT,3613,"['action', 'comedy', 'fantasy']"
Nagagutsu o Haita Neko 80 Nichikan Sekai Isshū,3614,"['adventure', 'comedy']"
Gensomaden Saiyuki: Kibou no zaika,3615,[]
Grendizer - Getter Robo G - Great Mazinger Kessen! Daikaijuu,3616,"['action', 'adventure', 'science fiction']"
Sekai Meisaku Dōwa: Hakuchō no Ōji,3617,[]
Wakusei Robo Danguard Ace tai Konchu Robo Gundan,3618,"['action', 'adventure', 'science fiction']"
Interlude,3619,"['adventure', 'horror', 'mystery', 'psychological', 'science fiction']"
Wakusei Robo Dangard Ace: Uchū Daikaisen,3620,"['action', 'adventure', 'science fiction']"
Candy Candy - Haru no Yobigoe,3624,"['drama', 'magic', 'slice of life']"
Candy Candy - Candy no Natsu Yasumi,3625,[]
Ikkyū-san to Yancha-hime,3628,[]
Science Fiction Saiyuki Starzinger,3629,"['action', 'adventure', 'science fiction']"
Galaxy Express 999: Glass no Clair,3630,"['drama', 'science fiction']"
Sekai Meisaku Dōwa: Mori wa Ikiteiru,3631,['fantasy']
Hana no Ko Lun Lun - Konnichiwa Sakura no Sono,3632,[]
Oban Star-Racers,3633,"['adventure', 'drama', 'science fiction']"
Dr. Slump & Arale-chan Hoyoyo! Nanaba Shiro no Hihou,3634,['action']
Dr. Slump & Arale-chan Hoyoyo! Sekai Issuu Dai Race,3635,['action']
Dr. Slump: Hoyoyo! Space Adventure,3636,['action']
Dr. Slump & Arale-chan Hello! Fushigi Jima,3637,"['action', 'comedy']"
Dr. Slump: Arale no Bikkuri Bān,3638,['action']
Ah! My Goddess,3639,"['comedy', 'drama', 'romance', 'supernatural']"
Kinnikuman,3640,"['adventure', 'comedy', 'science fiction', 'tournament']"
Gantz,3641,"['action', 'drama', 'horror', 'psychological', 'science fiction', 'supernatural']"
Mars Daybreak,3642,"['adventure', 'science fiction']"
Shōnen Keniya,3644,"['adventure', 'drama']"
Final Yamato,3645,"['action', 'adventure', 'drama', 'science fiction']"
Manga Aesop Monogatari,3646,[]
Future War Year 198X,3647,"['drama', 'science fiction']"
Haguregumo,3648,"['comedy', 'erotica', 'slice of life']"
Asari-chan Ai no Marchen Shōjo,3649,[]
The Flying House,3650,['science fiction']
Aladdin and the Wonderful Lamp,3651,"['adventure', 'fantasy']"
The Door into Summer,3652,"['drama', 'romance']"
Akuma to Himegimi,3653,[]
Be Forever Yamato,3654,"['action', 'adventure', 'drama', 'romance', 'science fiction']"
Lady Lady!!,3657,[]
Bikkuriman: Taiichiji Seima Taisen,3658,[]
Shin Maple Town Monogatari - Home Town Hen,3659,[]
Grimm Douwa - Kin no Tori,3660,[]
Gegege no Kitarō: Gekitotsu!! Ijigen Yōkai no Daihanran,3661,"['action', 'comedy', 'supernatural']"
Kinnikuman: Seigi Chōjin vs Senshi Chōjin,3662,"['adventure', 'comedy', 'science fiction', 'tournament']"
Maple Town Monogatari,3663,[]
Gegege no Kitarō: Saikyō Yōkai Gundan! Nihon Jōriku!!,3664,"['action', 'comedy', 'supernatural']"
Kinnikuman: New York Kikiippatsu!,3665,"['adventure', 'comedy', 'science fiction', 'tournament']"
Gegege no Kitarou,3666,"['action', 'comedy', 'supernatural']"
Kinnikuman: Haresugata! Seigi Chōjin,3667,"['adventure', 'comedy', 'science fiction', 'tournament']"
Kinnikuman: Gyakushū! Uchū Kakure Chōjin,3668,"['adventure', 'comedy', 'science fiction', 'tournament']"
Dr. Slump & Arale-chan Hoyoyo! Yume no To Mecha Police,3669,"['action', 'comedy']"
Kinnikuman: Seigi Chōjin vs Kodai Chōjin,3670,"['adventure', 'comedy', 'science fiction', 'tournament']"
Gu-Gu Ganmo,3671,[]
Kinnikuman: Ōabare! Seigi Chōjin,3672,"['adventure', 'comedy', 'science fiction', 'tournament']"
Magical Taruruuto-kun: Suki Suki Hot Tako Yaki,3673,[]
Magical Taruruuto-kun: Moero! Yuujou no Mahou Taisen,3674,[]
Magical Taruruuto-kun,3675,[]
Kennosuke-sama,3676,"['comedy', 'drama', 'fantasy']"
Pink Mizu Dorobō Ame Dorobō,3677,"['action', 'drama']"
Mahōtsukai Sally,3678,[]
Akuma-kun: Yōkoso Akuma Land e!!,3679,[]
Akuma-kun,3680,[]
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,3681,[]
Himitsu no Akko-chan,3682,[]
Bikkuriman: Moen Zone no Himitsu,3683,[]
Osawaga! Super Baby,3684,[]
Aoki Densetsu Shoot!,3685,['tournament']
Dr. Slump & Arale-chan Ncha! Wakuwaku Hot Natsu Yasumi,3686,"['action', 'comedy']"
Dr. Slump & Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete. . .,3687,"['action', 'comedy']"
Rokudenashi Blues 1993,3688,[]
Rokudenashi Blues,3689,[]
Kingyo Chūihō!,3690,[]
Dr. Slump & Arale-chan Ncha! Penguin Mura yori Ai o Komete,3691,"['action', 'comedy']"
Dr. Slump & Arale-chan Ncha! Penguin Mura wa Hare no chi Hare,3692,"['action', 'comedy']"
Neighborhood Story,3693,['romance']
Kinnikuman Nisei - Second Generations,3694,[]
Jigoku Sensei Nube,3695,"['action', 'supernatural', 'thriller']"
Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,3696,"['action', 'horror', 'supernatural']"
Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Ayashi no Umi no Densetsu,3697,"['action', 'horror', 'supernatural']"
Gegege no Kitarō: Daikaijū,3698,"['action', 'comedy', 'supernatural']"
Gegege no Kitarō: Obake Nighter,3699,"['action', 'comedy', 'supernatural']"
Gegege no Kitarō: Yōkai Tokkyū! Maboroshi no Kisha,3700,"['action', 'comedy', 'supernatural']"
Rennyo Monogatari,3701,[]
Mirai Shōnen Conan Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,3702,"['adventure', 'science fiction']"
"Panda! Go, Panda!: Rainy Day Circus",3703,"['adventure', 'comedy', 'slice of life']"
One Piece: The Movie,3708,"['adventure', 'comedy', 'fantasy']"
One Piece Special: Adventure in the Ocean's Navel,3709,"['adventure', 'comedy', 'fantasy']"
Dan Doh!!,3710,['tournament']
Sgt. Frog,3711,"['comedy', 'science fiction']"
Madlax,3714,"['action', 'drama', 'mystery', 'psychological', 'supernatural']"
Outlanders,3718,"['action', 'comedy', 'science fiction']"
Saber Marionette,3719,[]
Leave it to Kero! Theatrical Version,3720,['comedy']
Kyo kara Maoh!,3741,"['adventure', 'comedy', 'fantasy']"
Soreike! Zukkoke Sanningumi,3742,[]
Tetsujin 28,3743,"['action', 'adventure', 'drama', 'science fiction']"
Aishiteruze Baby,3744,"['drama', 'romance']"
Legendz: Yomigaeru Ryuuou Densetsu,3746,"['adventure', 'comedy', 'fantasy']"
The Marshmallow Times,3747,[]
AM Driver,3748,"['action', 'adventure', 'science fiction']"
Monster,3750,"['drama', 'horror', 'mystery', 'psychological', 'thriller']"
Space Battleship Yamato,3751,"['adventure', 'drama', 'science fiction']"
Space Battleship Yamato: The New Voyage,3752,"['action', 'adventure', 'drama', 'science fiction']"
Tachikomatic Days,3754,['comedy']
God Mars: Untold Legend,3755,"['action', 'adventure', 'science fiction']"
God Mars,3756,[]
Case Closed: The Fourteenth Target,3757,"['adventure', 'drama', 'mystery', 'thriller']"
Detective Conan: Magician of the Silver Sky,3758,"['action', 'drama', 'mystery']"
Doki Doki School Hours,3761,"['comedy', 'slice of life']"
Pugyuru,3766,['comedy']
Robonimal Panda-Z: The Robonimation,3767,"['action', 'comedy', 'science fiction']"
Shura no Toki: Age of Chaos,3768,"['action', 'comedy', 'drama', 'tournament']"
Amon - Apocalypse of Devilman,3769,"['horror', 'supernatural']"
.hack//Unison,3770,"['adventure', 'fantasy', 'science fiction']"
Shinshaku Sengoku Eiyū Densetsu - Sanada Jū Yūshi The Animation,3771,[]
Don't Tell Mother Maria,3772,['comedy']
Kanon Kazahana,3788,"['drama', 'romance', 'supernatural']"
Dvine[LUV],3789,"['adventure', 'erotica', 'fantasy', 'romance']"
Ojamajo Doremi #,3796,"['comedy', 'magic']"
Ojamajo Doremi Na-i-sho,3797,"['comedy', 'drama', 'magic']"
Love Love?,3798,"['comedy', 'romance']"
Puss 'n Boots,3799,"['adventure', 'comedy', 'fantasy']"
Angel Densetsu,3807,"['comedy', 'drama']"
Ginga Tetsudo 999: Eien no Tabibito Emeraldas,3808,"['drama', 'science fiction']"
Ginga Tetsudo 999: Kimi wa Haha no You ni Aiseru ka!!,3809,"['drama', 'science fiction']"
Kamen Rider SD,3810,"['action', 'comedy', 'science fiction']"
Please Twins!,3812,"['comedy', 'romance']"
Jean Valjean Monogatari,3813,[]
Andromeda Stories,3814,"['horror', 'mystery', 'science fiction']"
Make-Up! Sailor Senshi,3832,[]
Eight Clouds Rising,3835,"['adventure', 'horror', 'supernatural']"
Doraemon the Movie: Nobita and the Kingdom of Clouds,3839,"['adventure', 'drama', 'science fiction']"
Tamagotchi Honto no Hanashi,3841,[]
Sakigake!! Otoko Juku,3842,"['action', 'tournament']"
Lomien Man,3843,"['action', 'slice of life']"
Sangokushi [1]: Eiyū-tachi no Yoake,3844,[]
Inuyasha: Meguri Au Mae no Unmei Koiuta,3845,"['comedy', 'drama', 'fantasy', 'romance']"
The Pianist,3846,"['erotica', 'romance']"
Sangokushi [2] Chōkō Moyu!,3855,[]
Mahō Shōjo Lalabel: Umi ga Yobu Natsuyatsumi,3856,['magic']
Gegege no Kitarō: Yōkai Daisensō,3857,"['action', 'comedy', 'supernatural']"
Papa Mama Bye-bye,3858,[]
Gin Rei,3865,"['action', 'comedy', 'science fiction']"
Getter Robo,3867,"['action', 'science fiction']"
New Getter Robo,3868,"['action', 'adventure', 'horror', 'science fiction', 'supernatural']"
Pokémon: Destiny Deoxys,3869,"['action', 'science fiction']"
Fafner,3870,"['action', 'drama', 'science fiction']"
The Kabocha Wine: Nita no Aijou Monogatari,3874,[]
Dracula: Sovereign Of The Damned,3875,"['horror', 'supernatural']"
Sangokushi [3] Harukanaru Taichi,3876,[]
Hashire Melos,3878,[]
Mazinger Z Vs. Dr. Hell,3879,"['action', 'adventure', 'science fiction']"
UFO Robo Grendizer,3883,"['action', 'adventure', 'science fiction']"
Astro Boy: Hero of Space,3884,"['action', 'adventure', 'science fiction']"
Xabungle Graffiti,3886,[]
"The Doraemons: Strange, Sweets, Strange?",3893,[]
Chibi Maruko-chan: Watashi no Suki na Uta,3894,"['comedy', 'slice of life']"
"Genesis Climber Mospeada: Love, Live, Alive",3896,['science fiction']
Mobile Suit Zeta Gundam: A New Translation,3899,"['action', 'drama', 'science fiction']"
The Ultraman,3900,"['action', 'adventure', 'science fiction']"
Ultraman: The Adventure Begins,3901,"['action', 'adventure', 'science fiction']"
Akane Maniax,3916,"['comedy', 'romance']"
Geisters - Fractions of the Earth,3919,"['action', 'science fiction']"
Gunbuster 2: Diebuster,3920,"['action', 'drama', 'science fiction']"
Magical Chocolate,3921,"['comedy', 'romance']"
Kaba-Enchō no Dōbutsuen Nikki,3922,[]
Space Battleship Yamato Resurrection,3923,"['action', 'adventure', 'drama', 'science fiction']"
Kanaka's Dream Magic,3927,['magic']
Doraemon: Nobita's the Night Before a Wedding,3930,[]
The Doraemons: Doki Doki Wildcat Engine,3931,[]
Mobile Suit Gundam Wing: Operation Meteor,3932,"['action', 'science fiction']"
Kyōfu Densetsu: Kaiki! Frankenstein,3934,[]
Bokura Mangaka - Tokiwa So Monogatari,3935,[]
Shōnen Miyamoto Musashi - Wanpaku Nitō-ryū,3936,['drama']
Doctor Mambo vs. Kaitō Jibako - Uchū yori Ai o Komete,3937,[]
Offside,3947,"['drama', 'tournament']"
Isaku,3949,"['drama', 'erotica', 'magic']"
Isaku Respect,3950,"['drama', 'erotica', 'magic']"
Shusaku the Letch,3952,"['erotica', 'magic']"
Shusaku the Letch: Replay,3953,"['erotica', 'magic', 'slice of life']"
Wind of Ebenbourg,3954,"['erotica', 'fantasy']"
Arei no Kagami,3955,[]
Saint Elmo - Hikari no Raihousha,3956,['science fiction']
Submarine 707R,3963,"['action', 'science fiction']"
Servant Princess,3964,['erotica']
Sex Taxi,3965,"['action', 'drama', 'erotica']"
Dorami & Doraemons: Space Land's Critical Event,3966,[]
Mobile Suit SD Gundam Mk V,3968,"['action', 'comedy', 'science fiction']"
Shootfighter Tekken,3969,['action']
Doraemon: Ganbare! Gian!!,3970,[]
Otogi Zoshi,3972,"['adventure', 'drama', 'fantasy']"
The Doraemons: Goal! Goal! Goal!!,3973,['fantasy']
Doraemon: Boku no Umareta Hi,3974,[]
Kiss and Cry,3975,['drama']
Natsuiro no Sunadokei,3976,"['drama', 'romance', 'science fiction']"
Jagainu-kun,3977,"['adventure', 'fantasy', 'slice of life']"
Wind: A Breath of Heart,3979,"['action', 'comedy', 'drama', 'romance', 'supernatural']"
Digital Monster X-Evolution,3988,[]
Magical Kanan,3989,"['erotica', 'magic']"
Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey,3990,"['adventure', 'comedy', 'science fiction']"
Tōshō Daimos,3991,"['action', 'adventure', 'romance', 'science fiction']"
Yatterman,3992,['comedy']
Naruto Special: Battle at Hidden Falls. I Am the Hero!,3994,"['action', 'comedy']"
Megaman: Upon a Star,4000,"['action', 'adventure', 'comedy', 'science fiction']"
Lime-iro Senkitan: The South Island Dream Romantic Adventure,4001,['comedy']
Trava,4019,"['adventure', 'comedy', 'science fiction']"
The Erotic Temptress,4020,"['drama', 'erotica', 'fantasy', 'horror', 'psychological']"
Dark,4028,['erotica']
Lesson of Darkness,4029,"['erotica', 'horror']"
Bible Black Origins,4030,"['erotica', 'horror', 'supernatural']"
Kokoro Library - Communication Clips,4031,"['comedy', 'slice of life']"
F-Force,4034,"['adventure', 'comedy', 'erotica', 'horror', 'supernatural']"
Shōri Tōshu,4035,['tournament']
Tooyama Sakura Uchū Chō - Yatsu no Na wa Gold,4036,"['adventure', 'science fiction']"
Daikyouryu Jidai,4037,"['action', 'adventure']"
Kasajizou,4055,[]
The Black Mail II - The Animation,4056,['erotica']
Beat Angel Escalayer,4057,"['action', 'erotica']"
The Boundary Between Dream and Reality,4058,"['erotica', 'fantasy', 'supernatural']"
"Kandou Kamishibai - ""Yasashisa Tayori""",4060,[]
Punishment,4064,['erotica']
Spotlight,4066,"['drama', 'erotica']"
Queen and Slave,4072,['erotica']
Taro the Space Alien,4073,"['action', 'comedy']"
Yu-No,4074,"['erotica', 'science fiction']"
Hot Space Cowboys,4077,"['drama', 'erotica', 'magic', 'romance', 'science fiction']"
Professor Pain,4078,['erotica']
Kurau: Phantom Memory,4079,"['adventure', 'drama', 'psychological', 'romance', 'science fiction']"
DearS,4080,"['comedy', 'romance', 'science fiction']"
Beyblade the Movie: Fierce Battle,4083,"['adventure', 'comedy', 'tournament']"
Yankī Reppu-tai,4084,"['adventure', 'drama']"
Jigoku Sensei Nube,4089,"['action', 'comedy', 'supernatural']"
Love Is the Number of Keys,4090,['erotica']
Air,4093,"['drama', 'romance', 'supernatural']"
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,4095,"['action', 'science fiction']"
Space Symphony Maetel ~Ginga Tetsudō 999 Gaiden~,4096,"['drama', 'science fiction']"
The Tales Trilogy,4097,"['comedy', 'drama', 'erotica', 'tournament']"
Tactics,4100,"['adventure', 'comedy', 'drama', 'mystery', 'supernatural']"
Kimama ni Idol,4101,[]
Rainbow Across the Pacific,4102,['drama']
Magical Girl Pretty Sammy Bonus Theatre,4103,[]
Teenage Mutant Ninja Turtles: Legend of the Supermutants,4107,"['action', 'comedy', 'science fiction']"
Pigeon Blood,4108,"['drama', 'erotica', 'horror', 'mystery', 'psychological']"
Hōkago no Shokuinshitsu,4109,"['drama', 'erotica', 'romance']"
Blood Royale,4110,['erotica']
School Rumble,4114,"['comedy', 'romance', 'slice of life']"
Major,4115,"['comedy', 'drama', 'tournament']"
Agatha Christie no Meitantei Poirot to Marple,4119,['mystery']
Ryokunohara Labyrinth - Sparkling Phantom,4125,"['drama', 'psychological', 'romance']"
Desert Punk,4128,"['action', 'comedy', 'science fiction']"
Nanami-chan,4132,"['comedy', 'slice of life']"
Hika Ryojoku - The Lust of Shame,4133,['erotica']
Armored Dragon Legend Villgust,4135,"['adventure', 'fantasy']"
Uchū no Senshi,4136,"['action', 'science fiction']"
Keraku-no-Oh - King of Pleasure,4139,['erotica']
Lesbian Ward,4144,"['erotica', 'fantasy']"
Girls Bravo,4146,"['comedy', 'drama', 'magic', 'romance']"
Ninja Nonsense,4147,['comedy']
Elfen Lied,4148,"['action', 'drama', 'horror', 'psychological', 'romance', 'science fiction']"
Mobile Suit SD Gundam: SD Gundam Legend,4149,"['action', 'adventure', 'fantasy']"
Mobile Suit SD Gundam Festival,4150,"['action', 'comedy', 'fantasy']"
My-HiME,4155,"['action', 'drama', 'magic', 'romance']"
Happy Lesson The Final,4159,"['comedy', 'romance']"
Sakura Taisen: Le Nouveau Paris,4160,"['action', 'science fiction']"
Galaxy Angel X,4163,"['comedy', 'science fiction']"
Elemental Gelade,4165,"['adventure', 'comedy', 'fantasy', 'romance']"
Ie Naki Ko,4166,"['adventure', 'drama', 'slice of life']"
Saiyuki Gunlock,4167,"['action', 'adventure', 'comedy', 'supernatural']"
Genshiken,4168,"['comedy', 'slice of life']"
Mobile Suit Gundam Seed MSV Astray,4170,"['action', 'science fiction']"
Hello Kitty's Animation Theater,4172,[]
Macross XX,4174,['science fiction']
Maria Watches Over Us Season 2: Printemps,4175,['slice of life']
Fullmetal Alchemist: The Movie - Conqueror of Shamballa,4176,"['adventure', 'drama', 'fantasy']"
Barefoot Gen 2,4180,['drama']
Twilight of the Cockroaches,4181,['drama']
Wild 7 Another,4184,['action']
Dirty Thoughts,4185,"['drama', 'erotica', 'romance']"
Private Sessions,4186,['erotica']
Sweet Valerian,4187,"['comedy', 'magic']"
Ajisai no Uta,4188,[]
Gundam,4189,[]
Riki-Oh: Tōkatsu Jigoku,4191,"['action', 'drama']"
Riki-Oh 2: Horobi no Ko,4192,['action']
Gankutsuou: The Count of Monte Cristo,4194,"['adventure', 'drama', 'mystery', 'romance', 'science fiction']"
Lupin III: Stolen Lupin,4195,"['action', 'adventure', 'comedy', 'mystery', 'science fiction']"
Mankatsu,4196,"['action', 'comedy']"
Cybuster,4197,"['action', 'adventure', 'science fiction']"
Ichi the Killer: Episode Zero,4198,"['horror', 'psychological']"
Kaleido Star: New Wings Extra Stage,4201,"['comedy', 'drama']"
School of Masochists,4206,"['drama', 'erotica', 'slice of life']"
xxxHOLiC the Movie: A Midsummer Night's Dream,4212,"['adventure', 'drama', 'horror', 'mystery', 'supernatural']"
Viper GTS,4217,"['erotica', 'fantasy']"
Inuyasha the Movie 4: Fire on the Mystic Island,4228,"['adventure', 'drama', 'fantasy']"
Future GPX Cyber Formula 11,4229,"['drama', 'science fiction', 'tournament']"
